"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"01010 Craniotomy  for trauma, no CC","2","7.8058","3.9029","0","0.0000","0.0000","1","3.9029","3.9029","0","0.0000","0.0000","1","3.9029","3.9029"
"01011 Craniotomy  for trauma, w mild CC","1","4.2439","4.2439","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","1","4.2439","4.2439"
"01014 Craniotomy  for trauma, w catas CC","2","16.9400","8.4700","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","2","16.9400","8.4700"
"01020 Craniotomy  except for trauma, no CC","1","5.2934","5.2934","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","1","5.2934","5.2934"
"01022 Craniotomy  except for trauma, w mild to mod CC","3","20.4535","6.8178","0","0.0000","0.0000","1","6.5867","6.5867","0","0.0000","0.0000","2","13.8668","6.9334"
"01023 Craniotomy  except for trauma, w severe CC","3","26.6052","8.8684","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","3","26.6052","8.8684"
"01024 Craniotomy  except for trauma, w catas CC","6","62.5692","10.4282","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","6","62.5692","10.4282"
"01030 Spinal procedures, no CC","6","25.6163","4.2694","0","0.0000","0.0000","1","4.0971","4.0971","1","4.0971","4.0971","4","17.4221","4.3555"
"01032 Spinal procedures, w mild to mod CC","1","5.1779","5.1779","0","0.0000","0.0000","0","0.0000","0.0000","1","5.1779","5.1779","0","0.0000","0.0000"
"01033 Spinal procedures, w severe CC","2","14.0276","7.0138","0","0.0000","0.0000","2","14.0276","7.0138","0","0.0000","0.0000","0","0.0000","0.0000"
"01040 Ventricular shunt revision, no CC","1","2.3947","2.3947","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000","1","2.3947","2.3947"
"01060 Peripheral & cranial nerve & other NS proc, no CC","4","7.6896","1.9224","1","1.9224","1.9224","2","3.8448","1.9224","0","0.0000","0.0000","1","1.9224","1.9224"
