"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"01010 Craniotomy  for trauma, no CC","3","11.9673","3.9891","2","8.0644","4.0322","1","3.9029","3.9029","0","0.0000","0.0000","0","0.0000","0.0000"
"01011 Craniotomy  for trauma, w mild CC","2","11.4662","5.7331","2","11.4662","5.7331","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01012 Craniotomy  for trauma, w mod CC","2","16.1946","8.0973","2","16.1946","8.0973","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01013 Craniotomy  for trauma, w severe CC","3","18.8913","6.2971","1","6.2971","6.2971","2","12.5942","6.2971","0","0.0000","0.0000","0","0.0000","0.0000"
"01014 Craniotomy  for trauma, w catas CC","7","60.3760","8.6251","6","51.6888","8.6148","1","8.6872","8.6872","0","0.0000","0.0000","0","0.0000","0.0000"
"01020 Craniotomy  except for trauma, no CC","9","46.5802","5.1756","8","41.2868","5.1609","1","5.2934","5.2934","0","0.0000","0.0000","0","0.0000","0.0000"
"01022 Craniotomy  except for trauma, w mild to mod CC","3","20.8002","6.9334","2","13.8668","6.9334","1","6.9334","6.9334","0","0.0000","0.0000","0","0.0000","0.0000"
"01023 Craniotomy  except for trauma, w severe CC","11","97.1090","8.8281","8","70.5038","8.8130","3","26.6052","8.8684","0","0.0000","0.0000","0","0.0000","0.0000"
"01024 Craniotomy  except for trauma, w catas CC","14","145.4734","10.3910","13","135.0452","10.3881","1","10.4282","10.4282","0","0.0000","0.0000","0","0.0000","0.0000"
"01030 Spinal procedures, no CC","1","4.0971","4.0971","1","4.0971","4.0971","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01032 Spinal procedures, w mild to mod CC","1","5.1779","5.1779","1","5.1779","5.1779","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01060 Peripheral & cranial nerve & other NS proc, no CC","7","13.4652","1.9236","6","11.5428","1.9238","1","1.9224","1.9224","0","0.0000","0.0000","0","0.0000","0.0000"
"01061 Peripheral & cranial nerve & other NS proc, w mild CC","1","2.1682","2.1682","1","2.1682","2.1682","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01079 Carpal tunnel release, w or wo CC","19","11.0795","0.5831","12","6.8060","0.5672","7","4.2735","0.6105","0","0.0000","0.0000","0","0.0000","0.0000"
"01154 Trach for NS disease w mech vent 96+ hr, w catas CC","11","264.5589","24.0508","11","264.5589","24.0508","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01163 Trach for NS disease, w mild to sev CC","1","20.9284","20.9284","1","20.9284","20.9284","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01500 Spinal disorders and injuries, no CC","5","5.4782","1.0956","4","4.3031","1.0758","1","1.1751","1.1751","0","0.0000","0.0000","0","0.0000","0.0000"
"01501 Spinal disorders and injuries, w mild CC","1","3.3309","3.3309","0","0.0000","0.0000","1","3.3309","3.3309","0","0.0000","0.0000","0","0.0000","0.0000"
"01502 Spinal disorders and injuries, w mod CC","2","4.4366","2.2183","2","4.4366","2.2183","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01503 Spinal disorders and injuries, w severe CC","2","6.2488","3.1244","2","6.2488","3.1244","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01510 Cerebral palsy, no CC","1","0.9228","0.9228","1","0.9228","0.9228","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01520 Nervous system neoplasms, no CC","2","1.5222","0.7611","1","0.7611","0.7611","1","0.7611","0.7611","0","0.0000","0.0000","0","0.0000","0.0000"
"01522 Nervous system neoplasms, w mild to mod CC","3","5.8948","1.9649","2","4.7972","2.3986","1","1.0976","1.0976","0","0.0000","0.0000","0","0.0000","0.0000"
"01523 Nervous system neoplasms, w severe CC","1","1.6306","1.6306","0","0.0000","0.0000","1","1.6306","1.6306","0","0.0000","0.0000","0","0.0000","0.0000"
"01524 Nervous system neoplasms, w catas CC","1","3.2794","3.2794","1","3.2794","3.2794","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01530 Degenerative  nervous system disorders, no CC","41","35.8563","0.8745","36","30.6197","0.8505","5","5.2366","1.0473","0","0.0000","0.0000","0","0.0000","0.0000"
"01531 Degenerative  nervous system disorders, w mild CC","6","8.9305","1.4884","5","8.0555","1.6111","1","0.8750","0.8750","0","0.0000","0.0000","0","0.0000","0.0000"
"01532 Degenerative  nervous system disorders, w mod CC","4","4.8826","1.2207","4","4.8826","1.2207","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"01533 Degenerative  nervous system disorders, w severe CC","10","24.3579","2.4358","9","18.6510","2.0723","1","5.7069","5.7069","0","0.0000","0.0000","0","0.0000","0.0000"
"01534 Degenerative  nervous system disorders, w catas CC","1","4.6565","4.6565","0","0.0000","0.0000","1","4.6565","4.6565","0","0.0000","0.0000","0","0.0000","0.0000"
"01540 Multiple sclerosis and cerebellar ataxia, no CC","2","4.3651","2.1826","2","4.3651","2.1826","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
