"เขตสุขภาพ","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"Bรวม","BCG","HBV1","DTP1","DTP3","HBV3","Hib3","โปลิโอ3","MMR1","IPV","Rota","Bไตรมาส1","BCG","HBV1","DTP1","DTP3","HBV3","Hib3","โปลิโอ3","MMR1","IPV","Rota","Bไตรมาส2","BCG","HBV1","DTP1","DTP3","HBV3","Hib3","โปลิโอ3","MMR1","IPV","Rota","Bไตรมาส3","BCG","HBV1","DTP1","DTP3","HBV3","Hib3","โปลิโอ3","MMR1","IPV","Rota","Bไตรมาส4","BCG","HBV1","DTP1","DTP3","HBV3","Hib3","โปลิโอ3","MMR1","IPV","Rota"
"A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%","A","%"
"เขตสุขภาพที่ 1","28,135","11,996","42.64","14,978","53.24","0","0.00","17,819","63.33","0","0.00","0","0.00","17,898","63.61","20,561","73.08","10","0.04","0","0.00","7,488","3,132","41.83","3,172","42.36","0","0.00","2,722","36.35","0","0.00","0","0.00","2,726","36.40","3,551","47.42","2","0.03","0","0.00","6,836","2,928","42.83","2,951","43.17","0","0.00","3,391","49.61","0","0.00","0","0.00","3,425","50.10","5,593","81.82","3","0.04","0","0.00","6,286","2,686","42.73","2,828","44.99","0","0.00","5,337","84.90","0","0.00","0","0.00","5,345","85.03","5,239","83.34","2","0.03","0","0.00","7,525","3,250","43.19","6,027","80.09","0","0.00","6,369","84.64","0","0.00","0","0.00","6,402","85.08","6,178","82.10","3","0.04","0","0.00"
"เขตสุขภาพที่ 2","23,432","20,065","85.63","20,865","89.04","0","0.00","19,734","84.22","0","0.00","0","0.00","20,005","85.37","20,060","85.61","0","0.00","0","0.00","6,194","5,255","84.84","5,384","86.92","0","0.00","4,976","80.34","0","0.00","0","0.00","5,055","81.61","5,057","81.64","0","0.00","0","0.00","5,643","4,792","84.92","4,926","87.29","0","0.00","4,575","81.07","0","0.00","0","0.00","4,653","82.46","4,933","87.42","0","0.00","0","0.00","5,415","4,632","85.54","4,729","87.33","0","0.00","4,784","88.35","0","0.00","0","0.00","4,843","89.44","4,759","87.89","0","0.00","0","0.00","6,180","5,386","87.15","5,826","94.27","0","0.00","5,399","87.36","0","0.00","0","0.00","5,454","88.25","5,311","85.94","0","0.00","0","0.00"
"เขตสุขภาพที่ 3","24,032","14,681","61.09","15,793","65.72","0","0.00","16,750","69.70","0","0.00","0","0.00","16,926","70.43","17,177","71.48","50","0.21","0","0.00","6,436","3,855","59.90","3,798","59.01","0","0.00","3,475","53.99","0","0.00","0","0.00","3,505","54.46","3,739","58.10","8","0.12","0","0.00","5,590","3,426","61.29","3,351","59.95","0","0.00","3,490","62.43","0","0.00","0","0.00","3,528","63.11","4,196","75.06","6","0.11","0","0.00","5,567","3,401","61.09","3,408","61.22","0","0.00","4,523","81.25","0","0.00","0","0.00","4,588","82.41","4,319","77.58","20","0.36","0","0.00","6,439","3,999","62.11","5,236","81.32","0","0.00","5,262","81.72","0","0.00","0","0.00","5,305","82.39","4,923","76.46","16","0.25","0","0.00"
"เขตสุขภาพที่ 4","31,680","22,321","70.46","23,290","73.52","0","0.00","23,566","74.39","0","0.00","0","0.00","23,582","74.44","24,165","76.28","52","0.16","0","0.00","8,444","5,692","67.41","5,628","66.65","0","0.00","5,102","60.42","0","0.00","0","0.00","5,115","60.58","5,691","67.40","12","0.14","0","0.00","7,375","5,179","70.22","5,097","69.11","0","0.00","5,195","70.44","0","0.00","0","0.00","5,199","70.49","5,821","78.93","8","0.11","0","0.00","7,529","5,300","70.39","5,350","71.06","0","0.00","6,297","83.64","0","0.00","0","0.00","6,297","83.64","6,073","80.66","13","0.17","0","0.00","8,332","6,150","73.81","7,215","86.59","0","0.00","6,972","83.68","0","0.00","0","0.00","6,971","83.67","6,580","78.97","19","0.23","0","0.00"
"เขตสุขภาพที่ 5","43,679","24,684","56.51","27,702","63.42","0","0.00","29,937","68.54","0","0.00","0","0.00","29,882","68.41","31,169","71.36","47","0.11","0","0.00","11,856","6,478","54.64","6,657","56.15","0","0.00","6,222","52.48","0","0.00","0","0.00","6,212","52.40","6,923","58.39","12","0.10","0","0.00","10,149","5,732","56.48","5,821","57.36","0","0.00","6,180","60.89","0","0.00","0","0.00","6,161","60.71","7,723","76.10","12","0.12","0","0.00","10,190","5,823","57.14","6,021","59.09","0","0.00","8,317","81.62","0","0.00","0","0.00","8,279","81.25","7,914","77.66","9","0.09","0","0.00","11,484","6,651","57.92","9,203","80.14","0","0.00","9,218","80.27","0","0.00","0","0.00","9,230","80.37","8,609","74.97","14","0.12","0","0.00"
"เขตสุขภาพที่ 6","49,780","34,447","69.20","36,242","72.80","0","0.00","34,858","70.02","0","0.00","0","0.00","34,744","69.80","36,243","72.81","56","0.11","0","0.00","13,131","9,000","68.54","9,055","68.96","0","0.00","7,955","60.58","0","0.00","0","0.00","7,986","60.82","8,343","63.54","26","0.20","0","0.00","11,574","8,075","69.77","8,063","69.66","0","0.00","7,434","64.23","0","0.00","0","0.00","7,425","64.15","8,802","76.05","8","0.07","0","0.00","11,753","8,216","69.91","8,194","69.72","0","0.00","9,243","78.64","0","0.00","0","0.00","9,173","78.05","9,038","76.90","13","0.11","0","0.00","13,322","9,156","68.73","10,930","82.04","0","0.00","10,226","76.76","0","0.00","0","0.00","10,160","76.26","10,060","75.51","9","0.07","0","0.00"
"เขตสุขภาพที่ 7","35,421","5,389","15.21","4,018","11.34","0","0.00","17,401","49.13","0","0.00","0","0.00","17,224","48.63","21,486","60.66","0","0.00","0","0.00","9,438","1,453","15.40","227","2.41","0","0.00","1,488","15.77","0","0.00","0","0.00","1,429","15.14","2,991","31.69","0","0.00","0","0.00","8,101","1,153","14.23","197","2.43","0","0.00","2,468","30.47","0","0.00","0","0.00","2,451","30.26","5,839","72.08","0","0.00","0","0.00","8,115","1,215","14.97","293","3.61","0","0.00","6,195","76.34","0","0.00","0","0.00","6,120","75.42","5,789","71.34","0","0.00","0","0.00","9,767","1,568","16.05","3,301","33.80","0","0.00","7,250","74.23","0","0.00","0","0.00","7,224","73.96","6,867","70.31","0","0.00","0","0.00"
"เขตสุขภาพที่ 8","57,632","46,863","81.31","47,229","81.95","0","0.00","45,677","79.26","0","0.00","0","0.00","46,319","80.37","48,613","84.35","37","0.06","0","0.00","15,334","12,150","79.24","11,933","77.82","0","0.00","10,741","70.05","0","0.00","0","0.00","10,815","70.53","11,380","74.21","11","0.07","0","0.00","13,391","10,756","80.32","10,550","78.78","0","0.00","9,939","74.22","0","0.00","0","0.00","10,109","75.49","11,382","85.00","8","0.06","0","0.00","12,984","10,724","82.59","10,518","81.01","0","0.00","11,201","86.27","0","0.00","0","0.00","11,387","87.70","11,592","89.28","4","0.03","0","0.00","15,923","13,233","83.11","14,228","89.36","0","0.00","13,796","86.64","0","0.00","0","0.00","14,008","87.97","14,259","89.55","14","0.09","0","0.00"
"เขตสุขภาพที่ 9","36,276","10,736","29.60","15,271","42.10","0","0.00","21,532","59.36","0","0.00","0","0.00","21,435","59.09","24,702","68.09","102","0.28","0","0.00","9,529","2,391","25.09","2,616","27.45","0","0.00","2,913","30.57","0","0.00","0","0.00","2,909","30.53","4,145","43.50","27","0.28","0","0.00","8,295","2,438","29.39","2,546","30.69","0","0.00","3,756","45.28","0","0.00","0","0.00","3,697","44.57","6,422","77.42","14","0.17","0","0.00","8,241","2,606","31.62","2,764","33.54","0","0.00","6,952","84.36","0","0.00","0","0.00","6,935","84.15","6,450","78.27","21","0.25","0","0.00","10,211","3,301","32.33","7,345","71.93","0","0.00","7,911","77.48","0","0.00","0","0.00","7,894","77.31","7,685","75.26","40","0.39","0","0.00"
"เขตสุขภาพที่ 10","24,932","19,768","79.29","20,542","82.39","0","0.00","20,858","83.66","0","0.00","0","0.00","20,874","83.72","21,628","86.75","0","0.00","0","0.00","6,740","5,127","76.07","5,171","76.72","0","0.00","5,037","74.73","0","0.00","0","0.00","5,065","75.15","5,237","77.70","0","0.00","0","0.00","6,143","4,615","75.13","4,645","75.61","0","0.00","4,626","75.31","0","0.00","0","0.00","4,647","75.65","5,208","84.78","0","0.00","0","0.00","5,371","4,517","84.10","4,557","84.84","0","0.00","5,077","94.53","0","0.00","0","0.00","5,049","94.00","5,039","93.82","0","0.00","0","0.00","6,678","5,509","82.49","6,169","92.38","0","0.00","6,118","91.61","0","0.00","0","0.00","6,113","91.54","6,144","92.00","0","0.00","0","0.00"
