"โรงพยาบาล","จำนวนหน่วยบริการ","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11469  :  โรงพยาบาลเลิดสิน","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11470  :  โรงพยาบาลนพรัตนราชธานี","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11471  :  โรงพยาบาลสงฆ์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11472  :  โรงพยาบาลราชวิถี","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11477  :  โรงพยาบาลทหารผ่านศึก","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11537  :  โรงพยาบาลกลาง","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11539  :  โรงพยาบาลตากสิน","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","1","264","3,168","1","0.03","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","1","0.38","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11592  :  โรงพยาบาลบางนา1","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","1","264","3,168","5","0.16","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","4","2.70","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","1","0.38","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","1","264","3,168","0","0.00","140","140","0","0.00","143","143","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","148","148","0","0.00","225","225","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00","264","264","0","0.00"
