"โรงพยาบาล","จำนวนหน่วยบริการ","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ","จำนวนข้อ","B","A","ร้อยละ"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11469  :  โรงพยาบาลเลิดสิน","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11470  :  โรงพยาบาลนพรัตนราชธานี","1","334","4,008","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","334","334","0","0.00","334","334","0","0.00","334","334","0","0.00","334","334","0","0.00"
"11471  :  โรงพยาบาลสงฆ์","1","330","3,960","2","0.05","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","2","0.61"
"11472  :  โรงพยาบาลราชวิถี","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11477  :  โรงพยาบาลทหารผ่านศึก","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","1","330","3,960","0","0.00","261","261","0","0.00","270","270","0","0.00","273","273","0","0.00","275","275","0","0.00","278","278","0","0.00","282","282","0","0.00","289","289","0","0.00","294","294","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00","330","330","0","0.00"
