"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคความดันโลหิตสูง","การเข้าถึงบริการของผู้ป่วยโรคความดันโลหิตสูง","ผู้รับบริการผู้ป่วยนอกด้วยโรคความดันโลหิตสูง"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11469  :  โรงพยาบาลเลิดสิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0.00","0","0","0","0","0.00","4,127","12,170"
"11471  :  โรงพยาบาลสงฆ์","0","0","0.00","0","0","0","0","0.00","2,607","8,950"
"11472  :  โรงพยาบาลราชวิถี","0","0","0.00","0","0","0","0","0.00","26,079","117,826"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0","0","0","0.00","0","0"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0","0","0","0.00","0","0"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0","0","0","0.00","0","0"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0","0","0.00","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","24,813","167,024"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0","0","0.00","6,977","16,454"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0","0","0.00","15,940","67,208"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","583","605"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0","0","0.00","17,429","176,436"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0","0","0.00","5,848","11,178"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0","0","0.00","19,333","52,166"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0","0","0.00","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0.00","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0.00","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0.00","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0.00","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0.00","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0.00","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0","0","0.00","726","2,679"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0.00","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0.00","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0.00","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0.00","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0.00","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0.00","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0.00","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0.00","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0.00","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0.00","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0.00","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0.00","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0.00","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0.00","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0.00","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0.00","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0.00","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0.00","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0.00","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0","0","0.00","5","23"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0.00","4","8"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0","0","0.00","18","20"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0.00","215","333"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0.00","122","266"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0.00","7,264","24,153"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0.00","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0.00","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0.00","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0.00","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0.00","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0.00","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0.00","9,608","34,666"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0.00","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0.00","13,293","33,902"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0.00","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0.00","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0.00","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0.00","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0.00","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0.00","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0.00","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0.00","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0.00","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0.00","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","54","6","11.11","9","5","1","6","66.67","27,462","93,273"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0","0","0.00","7,292","28,265"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0","0","0.00","12,975","43,474"
"10754  :  โรงพยาบาลบางจาก","2,080","515","24.76","1,304","1,175","35","1,210","92.79","4,688","18,339"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","5,235","4,354","83.17","1,751","1,224","148","1,372","78.36","5,430","22,444"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,848","736","39.83","1,423","1,201","51","1,252","87.98","2,181","8,267"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0.00","7,393","33,652"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0.00","8","16"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","6,586","5,831","88.54","1,332","589","463","1,052","78.98","1,880","7,504"
"28785  :  โรงพยาบาลบางเสาธง","1,040","898","86.35","452","333","37","370","81.86","1,712","5,617"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0.00","27,866","92,506"
"10756  :  โรงพยาบาลบางกรวย","4,304","2,540","59.01","789","504","77","581","73.64","3,835","19,950"
"10757  :  โรงพยาบาลบางใหญ่","5,387","3,339","61.98","915","634","111","745","81.42","7,584","31,917"
"10758  :  โรงพยาบาลบางบัวทอง","3,057","1,628","53.25","896","628","136","764","85.27","7,782","36,109"
"10759  :  โรงพยาบาลไทรน้อย","6,816","5,819","85.37","2,267","1,549","240","1,789","78.91","6,239","28,419"
"10760  :  โรงพยาบาลปากเกร็ด","11,437","5,589","48.87","2,643","1,782","542","2,324","87.93","6,547","30,940"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0.00","11,836","23,186"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0.00","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0.00","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0.00","1,386","4,618"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","206","55","26.70","168","127","25","152","90.48","12,947","57,856"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0.00","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","2,703","1,864","68.96","412","202","94","296","71.84","1,364","5,414"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0.00","23,018","62,508"
"10761  :  โรงพยาบาลคลองหลวง","2,407","2,338","97.13","460","348","65","413","89.78","5,634","20,142"
"10762  :  โรงพยาบาลธัญบุรี","5,412","5,046","93.24","1,003","927","29","956","95.31","6,206","27,219"
"10763  :  โรงพยาบาลประชาธิปัตย์","6,997","6,928","99.01","947","841","24","865","91.34","5,212","21,836"
"10764  :  โรงพยาบาลหนองเสือ","2,511","2,459","97.93","592","442","13","455","76.86","4,326","18,938"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,636","1,515","92.60","623","532","24","556","89.25","3,959","16,093"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0.00","5,476","22,620"
"10767  :  โรงพยาบาลสามโคก","1,099","813","73.98","501","385","27","412","82.24","2,195","9,558"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0.00","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0.00","13,831","43,826"
"10688  :  โรงพยาบาลเสนา","1,259","102","8.10","515","557","-142","415","80.58","14,790","45,527"
"10768  :  โรงพยาบาลท่าเรือ","4,154","2,820","67.89","1,898","1,504","53","1,557","82.03","6,209","20,242"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,027","859","83.64","503","355","63","418","83.10","4,344","17,408"
"10770  :  โรงพยาบาลบางไทร","1,451","1,301","89.66","648","533","45","578","89.20","4,214","16,094"
"10771  :  โรงพยาบาลบางบาล","758","582","76.78","358","260","47","307","85.75","3,530","13,402"
"10772  :  โรงพยาบาลบางปะอิน","4,180","2,631","62.94","1,170","892","60","952","81.37","7,477","25,130"
"10773  :  โรงพยาบาลบางปะหัน","623","546","87.64","405","338","22","360","88.89","4,830","19,666"
"10774  :  โรงพยาบาลผักไห่","462","359","77.71","317","243","18","261","82.33","5,505","22,652"
"10775  :  โรงพยาบาลภาชี","2,326","2,003","86.11","986","793","36","829","84.08","4,230","18,606"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,030","612","59.42","289","213","14","227","78.55","3,911","12,022"
"10777  :  โรงพยาบาลวังน้อย","2,746","2,174","79.17","649","474","33","507","78.12","5,589","19,623"
"10778  :  โรงพยาบาลบางซ้าย","1,441","1,350","93.68","613","461","72","533","86.95","1,799","9,151"
"10779  :  โรงพยาบาลอุทัย","339","176","51.92","156","140","4","144","92.31","5,279","16,897"
"10780  :  โรงพยาบาลมหาราช","596","587","98.49","309","250","9","259","83.82","2,368","9,574"
"10781  :  โรงพยาบาลบ้านแพรก","472","380","80.51","315","278","10","288","91.43","1,951","10,680"
"10689  :  โรงพยาบาลอ่างทอง","496","463","93.35","339","297","1","298","87.91","10,987","45,771"
"10782  :  โรงพยาบาลไชโย","1,065","1,009","94.74","458","397","21","418","91.27","3,039","13,968"
"10784  :  โรงพยาบาลป่าโมก","1,767","1,682","95.19","788","593","30","623","79.06","4,007","23,741"
"10785  :  โรงพยาบาลโพธิ์ทอง","1,335","1,240","92.88","613","403","83","486","79.28","5,465","25,284"
"10786  :  โรงพยาบาลแสวงหา","2,430","2,340","96.30","1,326","1,090","48","1,138","85.82","5,061","23,216"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","2,803","2,675","95.43","959","643","75","718","74.87","5,731","28,632"
"10788  :  โรงพยาบาลสามโก้","756","684","90.48","452","368","28","396","87.61","2,553","9,124"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0.00","26,012","78,584"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0.00","8,600","38,446"
