"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคความดันโลหิตสูง","การเข้าถึงบริการของผู้ป่วยโรคความดันโลหิตสูง","ผู้รับบริการผู้ป่วยนอกด้วยโรคความดันโลหิตสูง"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11469  :  โรงพยาบาลเลิดสิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0.00","0","0","0","0","0.00","0","0"
"11471  :  โรงพยาบาลสงฆ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11472  :  โรงพยาบาลราชวิถี","0","0","0.00","0","0","0","0","0.00","0","0"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0","0","0","0.00","0","0"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0","0","0","0.00","0","0"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0","0","0","0.00","0","0"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0","0","0.00","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","0","0"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0","0","0.00","0","0"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","0","0"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0","0","0.00","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0","0","0.00","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0.00","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0.00","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0.00","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0.00","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0.00","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0.00","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0.00","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0.00","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0.00","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0.00","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0.00","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0.00","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0.00","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0.00","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0.00","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0.00","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0.00","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0.00","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0.00","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0.00","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0.00","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0.00","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0.00","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0.00","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0.00","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0","0","0.00","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0.00","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0","0","0.00","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0.00","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0.00","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0.00","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0.00","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0.00","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0.00","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0.00","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0.00","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0.00","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0.00","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0.00","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0.00","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0.00","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0.00","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0.00","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0.00","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0.00","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0.00","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0.00","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0.00","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0.00","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0.00","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","184","1","0.54","83","0","0","0","0.00","0","0"
"10752  :  โรงพยาบาลบางบ่อ","271","17","6.27","12","0","2","2","16.67","0","0"
"10753  :  โรงพยาบาลบางพลี","86,328","285","0.33","4,522","1","86","87","1.92","1","1"
"10754  :  โรงพยาบาลบางจาก","33","1","3.03","3","0","0","0","0.00","1","1"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","5,586","139","2.49","1,430","13","4","17","1.19","23","23"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","8,947","71","0.79","550","0","18","18","3.27","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0.00","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","101","0","0.00","1","0","0","0","0.00","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","6,863","11","0.16","732","0","0","0","0.00","0","0"
"28785  :  โรงพยาบาลบางเสาธง","1","0","0.00","0","0","0","0","0.00","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0.00","19,736","45,952"
"10756  :  โรงพยาบาลบางกรวย","4,425","3,284","74.21","764","794","-295","499","65.31","6,139","17,925"
"10757  :  โรงพยาบาลบางใหญ่","13,371","1,252","9.36","1,477","79","447","526","35.61","5,327","21,235"
"10758  :  โรงพยาบาลบางบัวทอง","5,001","1,065","21.30","1,096","1,159","-299","860","78.47","9,182","28,988"
"10759  :  โรงพยาบาลไทรน้อย","8,285","5,554","67.04","2,086","2,495","-1,051","1,444","69.22","9,213","39,912"
"10760  :  โรงพยาบาลปากเกร็ด","24,261","1,291","5.32","2,842","2,314","231","2,545","89.55","6,083","29,647"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0.00","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0.00","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0.00","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0.00","746","1,801"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1,021","59","5.78","33","0","13","13","39.39","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0.00","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0","0","0.00","0","0"
"10687  :  โรงพยาบาลปทุมธานี","80","17","21.25","25","0","11","11","44.00","0","0"
"10761  :  โรงพยาบาลคลองหลวง","2,638","120","4.55","441","286","30","316","71.66","3,490","8,216"
"10762  :  โรงพยาบาลธัญบุรี","11,416","591","5.18","1,251","38","48","86","6.87","4,855","15,572"
"10763  :  โรงพยาบาลประชาธิปัตย์","3,207","234","7.30","1,481","1,049","10","1,059","71.51","4,171","19,979"
"10764  :  โรงพยาบาลหนองเสือ","2,479","1,654","66.72","547","342","30","372","68.01","4,933","8,153"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,437","316","12.97","571","368","5","373","65.32","4,432","16,069"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0.00","4,644","14,390"
"10767  :  โรงพยาบาลสามโคก","1,866","144","7.72","395","235","19","254","64.30","1,440","5,915"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0.00","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0.00","9,663","29,194"
"10688  :  โรงพยาบาลเสนา","1,532","44","2.87","494","321","7","328","66.40","8,704","35,010"
"10768  :  โรงพยาบาลท่าเรือ","6,188","641","10.36","1,745","1,320","42","1,362","78.05","4,752","19,363"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0","0","0.00","3,286","15,200"
"10770  :  โรงพยาบาลบางไทร","1,548","77","4.97","515","373","34","407","79.03","2,802","13,364"
"10771  :  โรงพยาบาลบางบาล","729","555","76.13","249","192","9","201","80.72","2,831","14,542"
"10772  :  โรงพยาบาลบางปะอิน","4,720","994","21.06","1,185","828","45","873","73.67","4,531","20,825"
"10773  :  โรงพยาบาลบางปะหัน","587","428","72.91","368","273","9","282","76.63","3,633","16,306"
"10774  :  โรงพยาบาลผักไห่","509","433","85.07","281","194","9","203","72.24","4,452","20,304"
"10775  :  โรงพยาบาลภาชี","2,673","724","27.09","885","677","17","694","78.42","3,339","15,696"
"10776  :  โรงพยาบาลลาดบัวหลวง","993","278","28.00","262","184","8","192","73.28","1,886","8,402"
"10777  :  โรงพยาบาลวังน้อย","2,557","929","36.33","512","341","11","352","68.75","4,365","17,468"
"10778  :  โรงพยาบาลบางซ้าย","1,584","1,343","84.79","468","285","47","332","70.94","902","5,073"
"10779  :  โรงพยาบาลอุทัย","471","56","11.89","129","89","13","102","79.07","4,277","20,384"
"10780  :  โรงพยาบาลมหาราช","547","172","31.44","244","179","10","189","77.46","1,663","7,097"
"10781  :  โรงพยาบาลบ้านแพรก","441","363","82.31","274","226","0","226","82.48","1,916","10,141"
"10689  :  โรงพยาบาลอ่างทอง","692","37","5.35","455","237","4","241","52.97","8,095","35,821"
"10782  :  โรงพยาบาลไชโย","993","822","82.78","420","296","12","308","73.33","2,332","12,393"
"10784  :  โรงพยาบาลป่าโมก","1,272","295","23.19","535","389","19","408","76.26","3,422","20,488"
"10785  :  โรงพยาบาลโพธิ์ทอง","1,171","54","4.61","524","317","48","365","69.66","3,962","19,563"
"10786  :  โรงพยาบาลแสวงหา","2,186","472","21.59","1,372","933","38","971","70.77","3,725","18,243"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","3,265","1,269","38.87","845","570","67","637","75.38","4,901","25,385"
"10788  :  โรงพยาบาลสามโก้","661","346","52.34","366","234","22","256","69.95","1,777","10,788"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0.00","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","1,518","72","4.74","353","0","26","26","7.37","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","3,142","1,732","55.12","1,282","0","3","3","0.23","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","4,038","68","1.68","1,052","769","3","772","73.38","6,490","26,831"
"10791  :  โรงพยาบาลชัยบาดาล","5,774","260","4.50","1,703","0","20","20","1.17","5,524","21,151"
