"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคเบาหวาน","การเข้าถึงบริการของผู้ป่วยเบาหวาน","ผู้รับบริการผู้ป่วยนอกด้วยโรคเบาหวาน"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11469  :  โรงพยาบาลเลิดสิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0.00","0","0","0","0","0.00","7,987","11,747"
"11471  :  โรงพยาบาลสงฆ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11472  :  โรงพยาบาลราชวิถี","0","0","0.00","0","0","0","0","0.00","16,207","73,578"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0","0","0","0.00","0","0"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0","0","0","0.00","0","0"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0","0","0","0.00","0","0"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0","0","0","0.00","0","0"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0","0","0.00","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","11,576","82,842"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0","0","0.00","1,828","2,352"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0","0","0.00","9,373","45,024"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0.00","0","0"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0","0","0.00","10,444","104,434"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0","0","0.00","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0","0","0.00","10,757","58,638"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0","0","0.00","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0.00","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0.00","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0.00","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0.00","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0.00","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0.00","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","9","0","0.00","0","0","0","0","0.00","222","866"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0.00","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0.00","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0.00","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0.00","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0.00","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0.00","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0.00","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0.00","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0.00","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0.00","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0.00","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0.00","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0.00","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0.00","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0.00","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0.00","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0.00","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0.00","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0.00","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0.00","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0.00","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0.00","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0.00","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0.00","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","16","0","0.00","1","0","1","1","100.00","883","2,083"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0.00","4","5"
"12249  :  สถาบันโรคผิวหนัง","5","0","0.00","1","0","1","1","100.00","9","12"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0.00","30","31"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0.00","111","504"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0.00","511","708"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0.00","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0.00","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0.00","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0.00","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0.00","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0.00","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0.00","4,676","15,031"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0.00","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0.00","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0.00","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0.00","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0.00","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0.00","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0.00","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0.00","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0.00","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0.00","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0.00","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0.00","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0.00","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","146","14","9.59","31","17","3","20","64.52","15,916","66,975"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0","0","0.00","3,646","17,487"
"10753  :  โรงพยาบาลบางพลี","204","9","4.41","13","9","0","9","69.23","5,950","20,794"
"10754  :  โรงพยาบาลบางจาก","447","182","40.72","203","187","7","194","95.57","2,429","9,751"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","6,011","5,075","84.43","814","551","42","593","72.85","2,753","12,362"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","3,131","1,221","39.00","709","587","33","620","87.45","999","3,908"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0.00","3,908","20,528"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","115","1","0.87","3","0","2","2","66.67","2","7"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","7,471","1,173","15.70","719","311","255","566","78.72","556","2,503"
"28785  :  โรงพยาบาลบางเสาธง","251","182","72.51","85","73","3","76","89.41","886","4,116"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0.00","17,507","63,137"
"10756  :  โรงพยาบาลบางกรวย","4,672","2,687","57.51","349","228","26","254","72.78","1,869","7,206"
"10757  :  โรงพยาบาลบางใหญ่","6,394","3,002","46.95","427","331","30","361","84.54","3,698","19,592"
"10758  :  โรงพยาบาลบางบัวทอง","3,763","1,581","42.01","391","272","53","325","83.12","3,520","19,188"
"10759  :  โรงพยาบาลไทรน้อย","8,152","5,522","67.74","895","658","86","744","83.13","2,675","15,584"
"10760  :  โรงพยาบาลปากเกร็ด","13,111","7,704","58.76","1,225","795","219","1,014","82.78","3,929","18,267"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0.00","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0.00","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0.00","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0.00","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0.00","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0.00","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1","0","0.00","1","1","0","1","100.00","597","1,859"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","6,560","1,003","15.29","2,085","2,567","-629","1,938","92.95","8,338","29,799"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0.00","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","1,248","501","40.14","192","136","20","156","81.25","685","3,182"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0.00","12,199","35,985"
"10761  :  โรงพยาบาลคลองหลวง","2,338","2,300","98.37","302","216","27","243","80.46","3,759","12,894"
"10762  :  โรงพยาบาลธัญบุรี","5,236","4,766","91.02","210","179","6","185","88.10","3,155","15,613"
"10763  :  โรงพยาบาลประชาธิปัตย์","5,985","4,716","78.80","710","599","20","619","87.18","2,845","11,761"
"10764  :  โรงพยาบาลหนองเสือ","2,957","2,686","90.84","335","242","12","254","75.82","1,989","9,582"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,075","1,888","90.99","337","282","9","291","86.35","1,943","9,601"
"10766  :  โรงพยาบาลลำลูกกา","5","0","0.00","0","0","0","0","0.00","2,727","12,641"
"10767  :  โรงพยาบาลสามโคก","1,390","1,210","87.05","255","199","14","213","83.53","1,037","5,447"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0.00","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0.00","6,616","20,131"
"10688  :  โรงพยาบาลเสนา","1,473","338","22.95","195","160","3","163","83.59","4,586","20,399"
"10768  :  โรงพยาบาลท่าเรือ","6,972","2,471","35.44","925","751","16","767","82.92","2,720","11,025"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","57","34","59.65","51","45","2","47","92.16","1,992","9,319"
"10770  :  โรงพยาบาลบางไทร","1,731","338","19.53","296","223","17","240","81.08","1,804","8,463"
"10771  :  โรงพยาบาลบางบาล","908","743","81.83","180","120","19","139","77.22","1,561","6,222"
"10772  :  โรงพยาบาลบางปะอิน","6,084","2,430","39.94","514","379","28","407","79.18","3,615","14,028"
"10773  :  โรงพยาบาลบางปะหัน","840","806","95.95","187","154","11","165","88.24","2,200","10,175"
"10774  :  โรงพยาบาลผักไห่","622","404","64.95","147","119","7","126","85.71","2,261","11,749"
"10775  :  โรงพยาบาลภาชี","3,226","2,717","84.22","475","382","17","399","84.00","1,886","10,376"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,209","513","42.43","137","108","3","111","81.02","1,676","6,202"
"10777  :  โรงพยาบาลวังน้อย","3,539","2,291","64.74","330","244","8","252","76.36","2,733","10,821"
"10778  :  โรงพยาบาลบางซ้าย","1,766","1,639","92.81","252","201","21","222","88.10","959","4,561"
"10779  :  โรงพยาบาลอุทัย","632","217","34.34","80","63","4","67","83.75","2,780","11,398"
"10780  :  โรงพยาบาลมหาราช","878","653","74.37","133","110","4","114","85.71","1,103","4,873"
"10781  :  โรงพยาบาลบ้านแพรก","660","463","70.15","110","100","3","103","93.64","729","4,473"
"10689  :  โรงพยาบาลอ่างทอง","744","727","97.72","152","122","2","124","81.58","5,374","22,224"
"10782  :  โรงพยาบาลไชโย","1,268","1,240","97.79","194","163","12","175","90.21","1,330","7,816"
"10784  :  โรงพยาบาลป่าโมก","2,160","1,748","80.93","353","259","21","280","79.32","1,725","11,712"
"10785  :  โรงพยาบาลโพธิ์ทอง","1,655","1,464","88.46","300","175","27","202","67.33","2,316","13,147"
"10786  :  โรงพยาบาลแสวงหา","3,334","2,963","88.87","652","536","30","566","86.81","2,220","16,084"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","3,638","3,480","95.66","435","352","31","383","88.05","3,021","18,108"
"10788  :  โรงพยาบาลสามโก้","926","839","90.60","217","199","2","201","92.63","1,322","5,523"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0.00","18,808","50,323"
"10691  :  โรงพยาบาลบ้านหมี่","1,225","315","25.71","208","157","6","163","78.37","4,248","22,950"
"10789  :  โรงพยาบาลพัฒนานิคม","3,955","2,871","72.59","658","525","16","541","82.22","3,539","12,971"
"10790  :  โรงพยาบาลโคกสำโรง","4,527","4,132","91.27","618","494","26","520","84.14","3,816","18,343"
