"อาชีพ","พิษจากสารกำจัดศัตรูพืช","โรคกระดูกและกล้ามเนื้อจากการทำงาน","โรคระบบทางเดินหายใจที่เกิดจากแอสเบสตอส","โรคมะเร็งเยื่อหุ้มปอดมีโซทิลิโอมา","โรคปอดฝุ่นหิน","โรคการได้ยินเสื่อมจากเสียง","พิษสารตัวทำละลายอินทรีย์จากการทำงาน","บาดเจ็บจากการทำงาน","พิษโลหะหนักจากการทำงาน","พิษสารตะกั่วจากการทำงาน","พิษปรอทจากการทำงาน","โรคที่เกิดจากความร้อนจากการทำงาน","โรคผิวหนังจากการทำงาน","โรคหอบหืดจากการทำงาน"
"รวม","สารกำจัดแมลง","สารกำจัดวัชพืช","อื่นๆ"
"ครูสอนระดับมัธยมศึกษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ครูสอนระดับประถมศึกษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ครูสอนภาษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ช่างเทคนิคด้านเคมีและวิทยาศาสตร์กายภาพ, ช่างเทคนิคด้านธรณีวิทยา, ช่างเทคนิคด้านอุตุนิยมวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"พ่อครัว/แม่ครัว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"พนักงานดูแลงานบ้าน/แม่บ้าน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"โหร  ผู้ทำนายโชคชะตา  และผู้ประกอบอาชีพที่เกี่ยวข้อง, หมอดู,  นักโหราเลขศาสตร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"คนรับใช้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"พนักงานบริการส่วนบุคคล, พนักงานต้อนรับชาย/หญิงในคลับ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ผู้จำหน่ายสินค้าตามแผงลอยและตลาด","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ผู้ช่วยงานดูแลสุขภาพ, เจ้าหน้าที่ช่วยงานพยาบาลตามคลินิกหรือโรงพยาบาล,  เจ้าหน้าที่ช่วยงานผดุงครรภ์ตามคลินิกหรือโรงพยาบาล,  เจ้าหน้าที่ช่วยดูแลผู้ป่วย","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ผู้ปลูกพืชไร่และพืชผัก, ทำไร่, ชาวนาปลูกข้าว","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ผู้ปลูกไม้ยืนต้นและไม้ผล, คนงานกรีดยาง, ผู้ปลูกยางพารา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ผู้ปลูกพืชแบบผสมผสาน","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ผู้เลี้ยงสัตว์เพื่อการค้าขาย ซึ่งมิได้จัดประเภทไว้ในที่อื่น, ผู้เลี้ยงนกกระจอกเทศ","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"ผู้ปลูกพืชร่วมกับการเลี้ยงสัตว์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์เพื่อการดำรงชีพ","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"ช่างติดตั้งเครื่องยกหรือสายเคเบิล","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"นักเรียน/นักศึกษา","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0"
"แม่บ้าน/พ่อบ้าน","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ในปกครอง","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0"
"ข้าราชการบำนาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ลูกจ้างชั่วคราว","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0"
"คนงานและผู้ช่วยทำความสะอาดสำนักงาน โรงแรม และสถานประกอบการอื่นๆ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"คนงานซักรีดเสื้อผ้าด้วยมือ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"คนงานเก็บผลไม้,คนงานปลูกพืชไร่/พืชผัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"คนงานปลูกพืชร่วมกับเลี้ยงสัตว์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"คนงานปลูกพืชสวนและไม้ดอกไม้ประดับ, คนงานตัดหญ้าสนาม, คนงานเพาะชำพันธุ์ไม้","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"คนงานประมงและเพาะเลี้ยงสัตว์น้ำ","1","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"คนงานก่อสร้างและบำรุงรักษาถนน เขื่อน และงานวิศวกรรมโยธาอื่นๆที่คล้ายกัน, คนงานขนดิน","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"คนงานก่อสร้างอาคาร สิ่งปลูกสร้าง, คนงานรื้อถอนอาคาร/สิ่งปลูกสร้าง, คนงานแบกของในสถานที่ก่อสร้าง","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0"
"คนงานขับเคลื่อนยานพาหนะโดยใช้มือหรือเท้า, คนถีบสามล้อ, คนเข็นของ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ผู้จำหน่ายสินค้าตามถนน(ยกเว้นอาหารพร้อมบริโภค), คนหาบของเร่ขาย,  คนเร่ขายของ,  คนขายหนังสือพิมพ์ตามถนน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"คนงานรับจ้างทั่วไป","8","5","3","1","551","0","0","0","0","0","3,242","0","0","0","0","1","0"
"ผู้ประกอบวิชาชีพงานพื้นฐานอื่นๆซึ่งมิได้จัดประเภทไว้ที่อื่น, พนักงานประจำลานจอดรถ","1","0","1","0","0","0","0","0","0","0","46","0","0","0","0","0","0"
"ไม่มีงานทำ","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0"
