name|url
"
 1.1. ร้อยละของผู้ป่วย DM และ/หรือ HT ที่ได้รับการค้นหาและคัดกรองโรคไตเรื้อรัง"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=kpi/kpi_ckd2.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=0f6df79c2f8887f50d7879b5fe91c080
"
 1.2. ร้อยละของผู้ป่วย DM และ/หรือ HT ที่รอการยืนยันว่าเป็นผู้ป่วยโรคไตเรื้อรังรายใหม่ "|https://hdcservice.moph.go.th/hdc/reports/report.php?source=kpi/kpi_ckd2.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=dbec55e36330055a8cf0b6d05c2c354a
"
 1.3. ร้อยละของผู้ป่วย DM และ/หรือ HT ที่เป็นผู้ป่วยโรคไตเรื้อรังรายใหม่"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=186c06d932b112d342a5c133fbb4ef75
"
 2.1. ผู้ป่วย CKD ที่มารับบริการ BP < 140/90 mmHg"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=776b34ed2b824e1dcd2dc245e61ad169
"
 2.2. ผู้ป่วย CKD ที่มารับบริการโรงพยาบาลได้รับ ACEi/ARB"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=7606d7f8e30d0fffcf0c2c3cffe2cd2b
"
 2.3. ผู้ป่วย CKD มีอัตราการลดลงของ eGFR < 5 ml/min/1.73 m2/yr"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=d843f25a088253c22344d771113cf409
"
 2.4. ผู้ป่วย CKD ที่มารับบริการโรงพยาบาลได้รับการตรวจและมีระดับ Hb > 10 gm/dl หรือ Hct > 30%"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=e21ba0dbaac9b640cc6262f9b21dc399
"
 2.5. ผู้ป่วย CKD(เฉพาะที่มีเบาหวานร่วม) ที่มารับบริการโรงพยาบาลได้รับการตรวจ HbA1c และมีค่าผลการตรวจตั้งแต่ 6.5% ถึง 7.5% "|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=1734d4c14d93275a9b1ddc53d7591600
"
 2.6. ผู้ป่วย CKD กลุ่มเสี่ยงต่อโรคหลอดเลือดและหัวใจได้รับยากลุ่ม Statin"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=cc417db46c6b7f713a205b27fec159bd
"
 2.7. ผู้ป่วย CKD ได้รับการตรวจ serum K และมีค่าผลการตรวจ < 5.5 mEq/L"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=a69f1a50b9ee7ae49a44d425269c1d20
"
 2.8. ผู้ป่วย CKD ได้รับการตรวจ serum HCO3 และมีค่าผลตรวจ > 22 mEq/L"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=1875e72cb83e331d141127ee68e3d0f8
"
 2.9. ผู้ป่วย CKD ได้รับการตรวจ Urine protein "|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=3da103fdb473e0c80bccfac0b6f679f8
"
 2.10. ผู้ป่วย CKD ได้รับการประเมิน UPCR "|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=897d580b7f1b25255ee9e37990a90247
"
 2.11. ผู้ป่วย CKD ได้รับการประเมิน UPCR และมีผลการประเมิน < 500 mg/g cr"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=a15abbb8b6902587a438c1def3f52438
"
 2.12. ผู้ป่วย CKD ได้รับการตรวจ Serum PO4 และมีผลการตรวจ ≤  4.6 mg%"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=e499211adbf86d218be6c91b4e4755fc
"
 2.13. ผู้ป่วย CKD ได้รับการตรวจ Serum iPTH และผลอยู่ในเกณฑ์ที่เหมาะสม(< 500)"|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=bb240224c08665a03347403a46193bee
|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=47a33f6886e36962dec4bb578819ba64
|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=e69c7fae93eda2222aa210d5db512290
|https://hdcservice.moph.go.th/hdc/reports/report.php?source=pformated/format1.php&cat_id=e71a73a77b1474e63b71bccf727009ce&id=5d523ced4c9569123109fa6f4071d35f
