"โรงพยาบาล","เป้าหมายที่ต้องกระตุ้นพัฒนาการ","จำนวนที่ได้รับกระตุ้นพัฒนาการ","อยู่ระหว่างการติดตาม(3)","ติดตามไม่ได้(4)"
"สงสัยล่าช้าส่งต่อทันที1B262(1.1)","ไม่สมวัยหลังกระตุ้น1B2x2(1.2)","เด็กป่วย","สมวัยก่อนเข้า Teda4i(1.3)","พบ Teda4iก่อน DSPM (1.4)","รวมเป้าหมาย(1.1+1.2) - (1.3+1.4)","รวมกระตุ้น(2.1+2.2+2.3+2.4)","%","กระตุ้นครบเกณฑ์(2.1+2.2)","%","ปกติ1B270(2.1)","%","ยังมีพัฒนาการล่าช้า","อยู่ระหว่างการกระตุ้น(2.3)","กระตุ้นไม่ครบเกณฑ์(2.4)"
"รวม(2.2)","%","1B271(2.2.1)","1B272(2.2.2)","1B273(2.2.3)","1B274(2.2.4)","1B275(2.2.5)"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11469  :  โรงพยาบาลเลิดสิน","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11471  :  โรงพยาบาลสงฆ์","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11472  :  โรงพยาบาลราชวิถี","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11537  :  โรงพยาบาลกลาง","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11539  :  โรงพยาบาลตากสิน","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0"
