"โรงพยาบาล","คน(B)","ครั้ง(A)","อัตราส่วน","จำนวนผู้รับบริการ (ครั้ง)"
"2563","2564"
"ตค","พย","ธค","มค","กพ","มีค","เมย","พค","มิย","กค","สค","กย"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11469  :  โรงพยาบาลเลิดสิน","124,392","465,227","3.74","47,578","47,464","47,641","39,609","37,260","52,497","40,198","36,175","106","44,615","31,855","40,229"
"11470  :  โรงพยาบาลนพรัตนราชธานี","23,918","75,842","3.17","8,914","9,883","9,112","7,375","7,993","0","0","6,581","7,825","6,023","5,503","6,633"
"11471  :  โรงพยาบาลสงฆ์","7,326","29,306","4.00","8,439","7,715","7,209","5,943","0","0","0","0","0","0","0","0"
"11472  :  โรงพยาบาลราชวิถี","242,192","1,158,705","4.78","103,568","109,849","111,688","90,040","88,558","126,746","90,307","75,750","101,231","90,848","98,210","71,910"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","63,630","229,588","3.61","21,697","22,557","22,551","18,833","18,345","23,715","18,632","14,792","0","26,095","19,991","22,380"
"11537  :  โรงพยาบาลกลาง","103,575","323,565","3.12","1,456","1,456","1,622","1,388","1,341","1,795","1,365","55,493","74,902","64,840","54,087","63,820"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","13,135","25,697","1.96","0","13,321","12,376","0","0","0","0","0","0","0","0","0"
"11539  :  โรงพยาบาลตากสิน","114,518","438,450","3.83","1,701","1,743","1,740","1,628","1,403","1,786","68,713","63,676","80,779","77,472","67,717","70,092"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","43,782","209,638","4.79","22,978","22,766","20,869","17,695","17,341","25,094","21,418","18,723","23,552","0","19,202","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","157,532","779,177","4.95","70,511","70,968","69,952","58,667","57,555","77,964","58,209","50,602","71,916","76,070","55,158","61,605"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","19,428","69,930","3.60","5,887","6,000","5,682","4,193","4,712","7,018","5,191","4,947","6,163","7,075","6,802","6,260"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","30,168","125,182","4.15","10,718","11,037","11,279","10,784","9,667","12,985","9,746","9,902","9,475","8,756","10,332","10,501"
"12246  :  สถาบันราชานุกูล","71,610","116,574","1.63","2,779","2,420","2,320","1,509","2,088","3,013","1,591","3,930","15,562","26,488","25,392","29,482"
"12249  :  สถาบันโรคผิวหนัง","51,022","122,398","2.40","12,613","13,183","12,925","10,224","10,003","13,610","9,447","8,722","10,203","6,601","6,817","8,050"
"12250  :  สถาบันมะเร็งแห่งชาติ","35,061","116,877","3.33","6,452","6,088","10,569","11,148","11,175","15,527","9,262","9,370","1","13,236","10,662","13,387"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","30,407","90,053","2.96","9,620","9,680","9,053","6,898","7,945","10,345","6,208","5,338","7,517","6,051","5,888","6,907"
"12439  :  สถาบันประสาทวิทยา","55,710","186,220","3.34","16,114","16,458","16,798","13,796","13,706","18,600","14,410","13,710","19,768","22,265","20,595","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","58,902","237,982","4.04","37,462","38,281","40,521","38,094","19,073","47,978","16,573","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","128,332","548,529","4.27","51,796","48,686","49,951","44,132","40,808","53,354","39,872","37,152","49,749","45,800","40,613","46,616"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","303,225","925,563","3.05","62,565","65,907","63,371","50,667","51,454","68,769","60,237","62,879","98,261","136,349","105,179","99,925"
"10752  :  โรงพยาบาลบางบ่อ","67,581","212,743","3.15","17,933","18,606","17,671","14,700","15,461","21,576","17,797","14,241","16,132","19,263","21,422","17,941"
"10753  :  โรงพยาบาลบางพลี","98,353","276,759","2.81","26,646","27,213","26,270","24,207","23,004","30,288","29,909","21,557","25,206","22,825","19,634","0"
"10754  :  โรงพยาบาลบางจาก","50,943","140,766","2.76","11,697","12,548","11,932","9,582","12,993","15,512","12,592","11,716","12,266","10,395","11,449","8,084"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","69,058","172,805","2.50","9,850","10,232","10,714","14,519","16,354","19,107","22,018","18,265","15,675","14,856","12,617","8,598"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","13,858","48,064","3.47","3,973","3,757","3,695","3,327","3,328","3,665","3,565","3,202","3,935","5,462","5,414","4,741"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","25,957","127,603","4.92","12,180","12,531","0","10,874","10,166","11,778","11,182","10,747","12,083","12,126","13,293","10,643"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","15,584","42,830","2.75","1,308","1,075","3,485","2,312","2,531","3,176","2,301","2,985","5,766","6,100","5,761","6,030"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","20,991","49,269","2.35","5,870","6,611","5,885","5,132","2,321","6,373","3,627","4,332","4,975","2,427","1,632","86"
"28785  :  โรงพยาบาลบางเสาธง","17,818","50,319","2.82","3,758","4,037","4,462","3,783","3,349","4,292","4,367","3,835","5,231","5,299","3,810","4,096"
"10686  :  โรงพยาบาลพระนั่งเกล้า","202,247","730,700","3.61","62,101","64,234","62,189","51,247","49,673","67,874","54,527","46,980","65,709","77,553","65,336","63,277"
"10756  :  โรงพยาบาลบางกรวย","66,389","182,903","2.76","16,644","18,386","19,427","18,309","14,705","17,972","13,237","9,250","14,964","12,334","10,949","16,728"
"10757  :  โรงพยาบาลบางใหญ่","78,925","224,830","2.85","19,933","19,741","20,939","14,524","15,716","20,966","16,249","12,733","18,588","23,791","21,318","20,332"
"10758  :  โรงพยาบาลบางบัวทอง","79,138","201,334","2.54","14,611","16,961","15,711","14,402","13,677","17,836","15,491","15,713","20,946","20,376","15,188","20,422"
"10759  :  โรงพยาบาลไทรน้อย","71,936","223,084","3.10","15,550","14,437","13,738","13,355","12,852","15,669","16,361","14,924","19,170","25,308","24,021","37,700"
"10760  :  โรงพยาบาลปากเกร็ด","74,642","201,170","2.70","17,125","16,969","15,975","11,713","13,066","18,069","15,208","15,515","18,831","19,488","17,681","21,530"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","49,418","166,914","3.38","16,131","16,634","16,339","14,550","13,185","0","14,673","14,250","15,826","15,443","15,280","14,603"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","9,360","46,966","5.02","3,922","3,607","3,423","3,193","3,283","4,857","2,959","3,378","6,092","4,636","4,113","3,503"
"12260  :  โรงพยาบาลศรีธัญญา","124,034","312,848","2.52","11,364","11,368","11,379","11,027","10,036","13,243","9,965","28,826","66,994","49,855","45,121","43,670"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","93,951","442,864","4.71","37,184","37,763","37,837","23,956","31,375","41,051","34,649","33,225","50,523","40,011","24,999","50,291"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","11,445","28,235","2.47","3,115","3,453","3,537","707","2,427","3,476","1,684","1,309","2,479","0","3,148","2,900"
"10687  :  โรงพยาบาลปทุมธานี","183,967","624,745","3.40","48,826","48,820","49,122","42,024","41,211","51,253","43,760","42,936","54,934","58,669","71,576","71,614"
"10761  :  โรงพยาบาลคลองหลวง","68,078","187,296","2.75","12,245","14,529","12,329","10,726","10,214","14,360","12,138","14,457","20,943","22,528","23,229","19,828"
"10762  :  โรงพยาบาลธัญบุรี","81,342","225,339","2.77","15,488","16,417","15,194","14,345","12,713","16,696","15,331","15,348","20,546","25,913","26,448","30,901"
"10763  :  โรงพยาบาลประชาธิปัตย์","39,628","103,002","2.60","9,523","9,666","9,591","9,592","10,247","9,963","6,804","6,843","8,815","10,626","10,983","350"
"10764  :  โรงพยาบาลหนองเสือ","30,834","100,635","3.26","7,684","7,740","6,062","5,093","5,314","7,563","6,124","6,635","9,267","11,282","15,311","12,815"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","44,220","121,562","2.75","9,025","8,046","7,298","7,660","6,901","9,798","7,442","9,549","10,966","15,515","15,085","14,282"
"10766  :  โรงพยาบาลลำลูกกา","76,059","176,696","2.32","10,705","10,909","10,353","10,878","8,939","15,856","11,012","14,957","19,090","19,705","24,231","20,061"
"10767  :  โรงพยาบาลสามโคก","38,033","77,651","2.04","4,313","5,181","5,352","4,373","4,588","5,783","4,038","4,016","4,574","12,081","12,131","11,337"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","5,381","13,128","2.44","2,009","1,869","1,882","6","858","1,363","31","610","994","1,146","1,257","1,103"
