"โรงพยาบาล","จำนวนหญิงไทยคลอดบุตรแล้ว(คน)[C]","รวม (ตัดซ้ำซ้อนกรณีตรวจมากกว่าหนึ่งครั้ง)","อายุครรภ์น้อยกว่าเท่ากับ 12 สัปดาห์","อายุครรภ์มากว่า 12 แต่น้อยกว่าเท่ากับ 28 สัปดาห์","อายุครรภ์มากว่า 28 สัปดาห์"
"จำนวนตรวจภาวะโลหิตจาง(คน)[B]","ร้อยละการตรวจ","จำนวนพบภาวะโลหิตจาง(คน)[A]","ร้อยละโลหิตจาง","จำนวนตรวจภาวะโลหิตจาง(คน)[B]","ร้อยละการตรวจ","จำนวนพบภาวะโลหิตจาง(คน)[A]","ร้อยละโลหิตจาง","จำนวนตรวจภาวะโลหิตจาง(คน)[B]","ร้อยละการตรวจ","จำนวนพบภาวะโลหิตจาง(คน)[A]","ร้อยละโลหิตจาง","จำนวนตรวจภาวะโลหิตจาง(คน)[B]","ร้อยละการตรวจ","จำนวนพบภาวะโลหิตจาง(คน)[A]","ร้อยละโลหิตจาง"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11469  :  โรงพยาบาลเลิดสิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11471  :  โรงพยาบาลสงฆ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11472  :  โรงพยาบาลราชวิถี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
