"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11468  :  ทัณฑสถานโรงพยาบาลราชทัณฑ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11469  :  โรงพยาบาลเลิดสิน","654","15","2.29","659","21","3.19","548","20","3.65","301","26","8.64"
"11470  :  โรงพยาบาลนพรัตนราชธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11471  :  โรงพยาบาลสงฆ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11472  :  โรงพยาบาลราชวิถี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11477  :  โรงพยาบาลทหารผ่านศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11478  :  โรงพยาบาลสมเด็จพระปิ่นเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11481  :  โรงพยาบาลพระมงกุฎเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11482  :  โรงพยาบาลภูมิพลอดุลยเดช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11532  :  โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
