"ผู้ป่วยที่มีความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท","จำแนกเพศ(คน)","ผู้ป่วยที่มีความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท รวมทั้งหมด (คน)[B]","ไม่พบประวัติการก่อความรุนแรง(ไม่พบรหัส SMIV/พบรหัส 1B036)","พบพฤติกรรมก่อความรุนแรง"
"พบ SMI-Vทั้งหมด(คน)[A]","ร้อยละ[A/B]x100","พบทำร้ายตนเองด้วยวิธีรุนแรงมุ่งหวังให้เสียชีวิต(1B030)","พบทำร้ายผู้อื่นด้วยวิธีรุนแรง/ก่อความรุนแรงทำให้หวาดกลัว สะเทือนขวัญในชุมชน(1B031)","พบมีอาการหลงผิด มีความคิดทำร้ายตนเอง/ผู้อื่นให้ถึงกับชีวิต หรือมุ่งร้ายผู้อื่นแบบเฉพาะเจาะจง (1B032)","พบว่าก่อคดีอาญารุนแรง (ฆ่า พยายามฆ่า ข่มขืน วางเพลิง)(1B033)","พบเคยมีประวัติก่อความรุนแรง(1B038)","ได้รับการติดตามอย่างน้อย 1 ครั้งต่อปี (1B037)"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพฝิ่นและอนุพันธ์ของฝิ่น(F11.xx)","ชาย","207","0","0","0.00","29","83","108","37","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพฝิ่นและอนุพันธ์ของฝิ่น(F11.xx)","หญิง","22","0","0","0.00","6","8","14","0","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพกัญชา(F12.xx)","ชาย","2,047","0","0","0.00","244","1,099","1,122","303","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพกัญชา(F12.xx)","หญิง","57","0","0","0.00","13","30","29","2","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพยากล่อมประสาทและยานอนหลับ(F13.xx)","ชาย","117","0","0","0.00","27","43","61","15","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพยากล่อมประสาทและยานอนหลับ(F13.xx)","หญิง","34","0","0","0.00","3","8","23","3","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพโคเคน(F14.xx)","ชาย","4","0","0","0.00","1","3","3","1","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพโคเคน(F14.xx)","หญิง","2","0","0","0.00","1","0","0","1","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสารกระตุ้นระบบประสาทอื่นรวมทั้งกาแฟ(F15.xx)","ชาย","18,230","0","0","0.00","1,403","7,679","9,053","5,031","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสารกระตุ้นระบบประสาทอื่นรวมทั้งกาแฟ(F15.xx)","หญิง","1,651","0","0","0.00","189","751","994","188","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพยาหลอนประสาท(F16.xx)","ชาย","1","0","0","0.00","1","0","0","0","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสารระเหย(F18.xx)","ชาย","276","0","0","0.00","16","134","118","78","0","0"
"ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสารระเหย(F18.xx)","หญิง","7","0","0","0.00","1","4","4","0","0","0"
"Other/ไม่ระบุรหัส F","ชาย","529","0","0","0.00","114","289","254","37","0","0"
"Other/ไม่ระบุรหัส F","หญิง","28","0","0","0.00","6","10","16","0","0","0"
